"","ConfirmedSppNames","Species","Category","Use","Group","Location","Authors","Title","Journal","Volume","Pages","GBIFrecswithconfirmendnames"
"316","Combretum molle","Combretum molle","Health care","treating breast cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",43
"317","Combretum molle","Combretum molle","Health care","treating fractures","Medicine: Fractures","Upper West Region","Wodah, D., & Asase, A. (2012)","Ethnopharmacological use of plants by Sisala traditional healers in northwest Ghana","Pharmaceutical biology","50(7)","807-815",43
"318","Combretum mucronatum","Combretum mucronatum","Health care","treating malaria","Medicine: Malaria","Ashanti Region","Komlaga, G., Agyare, C., Dickson, R. A., Mensah, M. L. K., Annan, K., Loiseau, P. M., & Champy, P. (2015)","Medicinal plants and finished marketed herbal products used in the treatment of malaria in the Ashanti region, Ghana","Journal of ethnopharmacology","172","333-346",144
"319","Combretum platypterum","Combretum platypterum","Health care","treating skin and lung cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",47
"320","Combretum racemosum","Combretum racemosum","Health care","treating throat and breast cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",110
"321","Combretum mucronatum","Combretum smeathmanni","Health care","treating wounds","Medicine: Wound healing","Ashanti Region","Agyare, C., Asase, A., Lechtenberg, M., Niehues, M., Deters, A., & Hensel, A. (2009).","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of Ethnopharmacology","125","393-405",144
"322","Commiphora africana","Commiphora africana","Health care","treating lung cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",1
"323","Copaifera salikounda","Copaifera salikounda","Health care","treating high fever","Medicine: Fever","Greater Accra Region","Boadu, A. A., & Asase, A. (2017)","Documentation of herbal medicines used for the treatment and Management of Human Diseases by some communities in southern Ghana","Evidence-Based Complementary and Alternative Medicine","","2017",28
"324","Copaifera salikounda","Copaifera salikounda","Health care","treating piles","Medicine: Gastrointestinal disorders","Greater Accra Region","Boadu, A. A., & Asase, A. (2017)","Documentation of herbal medicines used for the treatment and Management of Human Diseases by some communities in southern Ghana","Evidence-Based Complementary and Alternative Medicine","","2017",28
"325","Corchorus olitorius","Corchorus olitorius","Health care","treating fever","Medicine: Fever","Volta, Eastern, Ashanti, Western, Greater Accra and Central regions","Nyadanu, D., Amoah, R. A., Obeng, B., Kwarteng, A. O., Akromah, R., Aboagye, L. M., & Adu-Dapaah, H. (2017)","Domestication of jute mallow (Corchorus olitorius L.): ethnobotany, production constraints and phenomics of local cultivars in Ghana","Genetic Resources and Crop Evolution","64(6)","1313-1329",34
"326","Corchorus olitorius","Corchorus olitorius","Health care","treating waist pains","Medicine: Somatic pains","Volta, Eastern, Ashanti, Western, Greater Accra and Central regions","Nyadanu, D., Amoah, R. A., Obeng, B., Kwarteng, A. O., Akromah, R., Aboagye, L. M., & Adu-Dapaah, H. (2017)","Domestication of jute mallow (Corchorus olitorius L.): ethnobotany, production constraints and phenomics of local cultivars in Ghana","Genetic Resources and Crop Evolution","64(6)","1313-1329",34
"327","Corchorus olitorius","Corchorus olitorius","Health care","treating stomach aches","Medicine: Somatic pains","Volta, Eastern, Ashanti, Western, Greater Accra and Central regions","Nyadanu, D., Amoah, R. A., Obeng, B., Kwarteng, A. O., Akromah, R., Aboagye, L. M., & Adu-Dapaah, H. (2017)","Domestication of jute mallow (Corchorus olitorius L.): ethnobotany, production constraints and phenomics of local cultivars in Ghana","Genetic Resources and Crop Evolution","64(6)","1313-1329",34
"328","Corchorus olitorius","Corchorus olitorius","Food and nutrition","leaves are taken as vegetables","Food","Volta, Eastern, Ashanti, Western, Greater Accra and Central regions","Nyadanu, D., Amoah, R. A., Obeng, B., Kwarteng, A. O., Akromah, R., Aboagye, L. M., & Adu-Dapaah, H. (2017)","Domestication of jute mallow (Corchorus olitorius L.): ethnobotany, production constraints and phenomics of local cultivars in Ghana","Genetic Resources and Crop Evolution","64(6)","1313-1329",34
"329","Corchorus olitorius","Corchorus olitorius","Health care","treating wounds","Medicine: Wound healing","Volta Region","Barku, V. Y., Opoku-Boahen, Y., & Dali, G. A. (2015)","Ethnobotanical study of wound healing plants in Kpando Traditional Area, Ghana","International Journal of Phytomedicine","6(4)","564-572",34
"330","Cordia millenii","Cordia millenii","Health care","treating lung cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",22
"331","Cordia dichotoma","Cordia myxa","Health care","treating stomach, brain and breast cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",29
"332","Cordia vignei","Cordia vignei","Health care","treating prostate cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",19
"333","Corynanthe pachyceras","Corynanthe pachyceras","Health care","treating stomach cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",73
"334","Crateva religiosa","Crateva religiosa","Health care","treating leprosy","Medicine: Infectious diseases","Eastern Region","Pesewu, G. A., Cutler, R. R., & Humber, D. P. (2008)","Antibacterial activity of plants used in traditional medicines of Ghana with particular reference to MRSA.","Journal of ethnopharmacology","116(1)","102-111",12
"335","Crateva religiosa","Crateva religiosa","Health care","treating swollen parts of the body","Medicine: Edema","Eastern Region","Pesewu, G. A., Cutler, R. R., & Humber, D. P. (2008)","Antibacterial activity of plants used in traditional medicines of Ghana with particular reference to MRSA.","Journal of ethnopharmacology","116(1)","102-111",12
"336","Crescentia cujete","Crescentia cujete","Health care","treating wounds","Medicine: Wound healing","Volta Region","Barku, V. Y., Opoku-Boahen, Y., & Dali, G. A. (2015)","Ethnobotanical study of wound healing plants in Kpando Traditional Area, Ghana","International Journal of Phytomedicine","6(4)","564-572",4
"337","Crossopteryx febrifuga","Crossopteryx febrifuga","Agriculture","used as protectants of stored grains","Post-harvest protectant","Ashanti Region","Cobbinah, J. R., Moss, C., Golob, P., & Belmain, S. R. (1999)","Conducting ethnobotanical surveys: an example from Ghana on plants used for the protection of stored cereals and pulses","(NRI Bulletin 77)","","",105
"338","Crossopteryx febrifuga","Crossopteryx febrifuga","Health care","treating malaria","Medicine: Malaria","Upper West Region","Asase, A., & Oteng-Yeboah, A. A. (2012)","Plants used in Wechiau Community Hippopotamus Sanctuary in Northwest Ghana","Ethnobotany Research and Applications","10","605-618",105
"339","Crossopteryx febrifuga","Crossopteryx febrifuga","Energy","used as fuel wood for cooking","Fuel","Upper West Region","Asase, A., & Oteng-Yeboah, A. A. (2012)","Plants used in Wechiau Community Hippopotamus Sanctuary in Northwest Ghana","Ethnobotany Research and Applications","10","605-618",105
"340","Crossopteryx febrifuga","Crossopteryx febrifuga","Social","used for carving artefacts","Artefacts","Upper West Region","Asase, A., & Oteng-Yeboah, A. A. (2012)","Plants used in Wechiau Community Hippopotamus Sanctuary in Northwest Ghana","Ethnobotany Research and Applications","10","605-618",105
"341","Crossopteryx febrifuga","Crossopteryx febrifuga","Health care","treating prostate cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",105
"342","Crotalaria macrocalyx","Crotalaria macrocalyx","Health care","treating pneumonia","Medicine: Infectious diseases","Upper West Region","Wodah, D., & Asase, A. (2012)","Ethnopharmacological use of plants by Sisala traditional healers in northwest Ghana","Pharmaceutical biology","50(7)","807-815",63
"343","None","Croton hirtus","Health care","treating prostate, skin, breast and throat cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",NA
"344","Cryptolepis sanguinolenta","Cryptolepis sanguinolenta","Health care","treating malaria","Medicine: Malaria","Eastern Region","Pesewu, G. A., Cutler, R. R., & Humber, D. P. (2008)","Antibacterial activity of plants used in traditional medicines of Ghana with particular reference to MRSA.","Journal of ethnopharmacology","116(1)","102-111",8
"345","Cryptolepis sanguinolenta","Cryptolepis sanguinolenta","Health care","treating wounds and infections","Medicine: Wound healing","Eastern Region","Pesewu, G. A., Cutler, R. R., & Humber, D. P. (2008)","Antibacterial activity of plants used in traditional medicines of Ghana with particular reference to MRSA.","Journal of ethnopharmacology","116(1)","102-114",8
"346","Cryptolepis sanguinolenta","Cryptolepis sanguinolenta","Health care","treating malaria","Medicine: Malaria","Ashanti Region","Komlaga, G., Agyare, C., Dickson, R. A., Mensah, M. L. K., Annan, K., Loiseau, P. M., & Champy, P. (2015)","Medicinal plants and finished marketed herbal products used in the treatment of malaria in the Ashanti region, Ghana","Journal of ethnopharmacology","172","333-346",8
"347","None","Cucurbita maxima","Health care","treating lungs and head cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",NA
"348","Cussonia bancoensis","Cussonia bancoensis","Health care","treating brain cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",47
"349","Cussonia arborea","Cussonia barteri","Health care","treating piles","Medicine: Gastrointestinal disorders","Upper West Region","Wodah, D., & Asase, A. (2012)","Ethnopharmacological use of plants by Sisala traditional healers in northwest Ghana","Pharmaceutical biology","50(7)","807-815",24
"350","Cyathula prostrata","Cyathula prostrata","Health care","treating malaria","Medicine: Malaria","Ashanti Region","Komlaga, G., Agyare, C., Dickson, R. A., Mensah, M. L. K., Annan, K., Loiseau, P. M., & Champy, P. (2015)","Medicinal plants and finished marketed herbal products used in the treatment of malaria in the Ashanti region, Ghana","Journal of ethnopharmacology","172","333-346",81
"351","Cyclosorus afer","Cyclosorus afer","Health care","treating malaria","Medicine: Malaria","Ashanti Region","Komlaga, G., Agyare, C., Dickson, R. A., Mensah, M. L. K., Annan, K., Loiseau, P. M., & Champy, P. (2015)","Medicinal plants and finished marketed herbal products used in the treatment of malaria in the Ashanti region, Ghana","Journal of ethnopharmacology","172","333-346",NA
"352","Cymbopogon citratus","Cymbopogon citratus","Health care","treating malaria","Medicine: Malaria","Ashanti Region","Asase, A., & Asafo-Agyei, T. (2011)","Plants used for treatment of malaria in communities around the Bobiri forest reserve in Ghana","Journal of herbs, spices & medicinal plants ","17(2)","85-132",2
